Tree,Date,Observers,Note,Phase,# Old Bracts,% Old Fruit,Color Old Fruit (1-3),# New Bracts,% New Fruit,Color New Fruit (1-3),Flowers on ground (0-3),,,,,,,,,,,,,,
7,13/12/21,JCS,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,13/12/21,JCS,,,3,0,0,5,0,0,0,,,,,,,,,,,,,,
8,13/12/21,JCS,,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
4,13/12/21,JCS,,,0,0,0,9,0,0,1,,,,,,,,,,,,,,
9,13/12/21,JCS,,,2,0,0,6,0,0,3,,,,,,,,,,,,,,
6,13/12/21,JCS,,,2,0,0,7,0,0,0,,,,,,,,,,,,,,
13,13/12/21,JCS,,,4,1,3,5,0,0,0,,,,,,,,,,,,,,
12,13/12/21,JCS,,,5,0,0,5,0,0,0,,,,,,,,,,,,,,
11,13/12/21,JCS,,,0,0,0,4,0,0,0,,,,,,,,,,,,,,
16,13/12/21,JCS,,,9,2,3,7,0,0,0,,,,,,,,,,,,,,
17,13/12/21,JCS,,,3,0,0,6,0,0,0,,,,,,,,,,,,,,
20,12/01/22,JRQ+ACI,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
1,12/01/22,JRQ+ACI,,,1,0,0,7,0,0,0,,,,,,,,,,,,,,
18,12/01/22,JRQ+ACI,,,1,0,0,7,630,1,0,,,,,,,,,,,,,,
19,12/01/22,JRQ+ACI,,,5,0,0,3,285,3,0,,,,,,,,,,,,,,
2,12/01/22,JRQ+ACI,,,0,0,0,5,0,0,2,,,,,,,,,,,,,,
3,12/01/22,JRQ+ACI,,,1,0,0,9,0,0,0,,,,,,,,,,,,,,
15,12/01/22,JRQ+ACI,,,2,0,0,3,285,3,0,,,,,,,,,,,,,,
10,12/01/22,JRQ+ACI,,,2,0,0,5,475,2,0,,,,,,,,,,,,,,
5,12/01/22,JRQ+ACI,,,2,0,0,6,0,0,0,,,,,,,,,,,,,,
7,12/01/22,JRQ+ACI,,,0,0,0,8,0,0,1,,,,,,,,,,,,,,
14,12/01/22,JRQ+ACI,,,2,0,0,5,590,2,1,,,,,,,,,,,,,,
8,12/01/22,JRQ+ACI,,,0,0,0,9,0,0,1,,,,,,,,,,,,,,
4,12/01/22,JRQ+ACI,,,0,0,0,8,0,0,1,,,,,,,,,,,,,,
9,12/01/22,JRQ+ACI,,,2,0,0,5,0,0,0,,,,,,,,,,,,,,
6,12/01/22,JRQ+ACI,,,2,0,0,7,0,0,0,,,,,,,,,,,,,,
13,12/01/22,JRQ+ACI,,,1,0,0,6,565,2,0,,,,,,,,,,,,,,
12,12/01/22,JRQ+ACI,,,3,0,0,5,425,1,0,,,,,,,,,,,,,,
11,12/01/22,JRQ+ACI,,,0,0,0,4,270,2,0,,,,,,,,,,,,,,
16,12/01/22,JRQ+ACI,,,9,0,0,7,140,1,1,,,,,,,,,,,,,,
17,12/01/22,JRQ+ACI,,,3,0,0,5,475,2,1,,,,,,,,,,,,,,
20,26/01/22,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
1,26/01/22,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
18,26/01/22,JCS+ACI+DC,,,0,0,0,7,635,1,0,,,,,,,,,,,,,,
19,26/01/22,JCS+ACI+DC,,,6,0,0,3,280,2,0,,,,,,,,,,,,,,
2,26/01/22,JCS+ACI+DC,,,1,0,0,5,0,0,1,,,,,,,,,,,,,,
3,26/01/22,JCS+ACI+DC,,,1,0,0,8,0,0,0,,,,,,,,,,,,,,
15,26/01/22,JCS+ACI+DC,,,2,0,0,3,290,1,0,,,,,,,,,,,,,,
10,26/01/22,JCS+ACI+DC,,,2,0,0,4,335,1,0,,,,,,,,,,,,,,
5,26/01/22,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
7,26/01/22,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,26/01/22,JCS+ACI+DC,,,2,0,0,6,560,1,0,,,,,,,,,,,,,,
8,26/01/22,JCS+ACI+DC,,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
4,26/01/22,JCS+ACI+DC,,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
9,26/01/22,JCS+ACI+DC,,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
6,26/01/22,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,26/01/22,JCS+ACI+DC,,,3,0,0,6,535,1,0,,,,,,,,,,,,,,
12,26/01/22,JCS+ACI+DC,,,2,0,0,5,350,1,0,,,,,,,,,,,,,,
11,26/01/22,JCS+ACI+DC,,,1,0,0,4,340,1,0,,,,,,,,,,,,,,
16,26/01/22,JCS+ACI+DC,,,9,0,0,6,125,1,0,,,,,,,,,,,,,,
17,26/01/22,JCS+ACI+DC,,,4,0,0,6,570,1,0,,,,,,,,,,,,,,
20,9/2/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
1,9/2/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
18,9/2/2022,JCS+ACI+DC,,,0,0,0,7,625,2,0,,,,,,,,,,,,,,
19,9/2/2022,JCS+ACI+DC,,,0,0,0,3,260,2,0,,,,,,,,,,,,,,
2,9/2/2022,JCS+ACI+DC,,,1,0,0,5,0,0,1,,,,,,,,,,,,,,
3,9/2/2022,JCS+ACI+DC,,,1,0,0,8,0,0,0,,,,,,,,,,,,,,
15,9/2/2022,JCS+ACI+DC,,,2,0,0,3,290,2,0,,,,,,,,,,,,,,
10,9/2/2022,JCS+ACI+DC,,,2,0,0,4,350,1,0,,,,,,,,,,,,,,
5,9/2/2022,JCS+ACI+DC,,,1,0,0,5,0,0,0,,,,,,,,,,,,,,
7,9/2/2022,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,9/2/2022,JCS+ACI+DC,,,1,0,0,6,540,2,0,,,,,,,,,,,,,,
8,9/2/2022,JCS+ACI+DC,,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
4,9/2/2022,JCS+ACI+DC,,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
9,9/2/2022,JCS+ACI+DC,,,0,0,0,7,0,0,0,,,,,,,,,,,,,,
6,9/2/2022,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,9/2/2022,JCS+ACI+DC,,,4,0,0,6,500,2,0,,,,,,,,,,,,,,
12,9/2/2022,JCS+ACI+DC,,,2,0,0,5,345,1,0,,,,,,,,,,,,,,
11,9/2/2022,JCS+ACI+DC,,,1,0,0,4,325,2,0,,,,,,,,,,,,,,
16,9/2/2022,JCS+ACI+DC,,,9,0,0,7,150,2,0,,,,,,,,,,,,,,
17,9/2/2022,JCS+ACI+DC,,,3,0,0,6,510,1,0,,,,,,,,,,,,,,
20,23/2/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
1,23/2/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
18,23/2/2022,JCS+ACI+DC,,,0,0,0,7,605,2,0,,,,,,,,,,,,,,
19,23/2/2022,JCS+ACI+DC,,,6,0,0,3,240,2,0,,,,,,,,,,,,,,
2,23/2/2022,JCS+ACI+DC,,,1,0,0,5,0,0,2,,,,,,,,,,,,,,
3,23/2/2022,JCS+ACI+DC,,,1,0,0,8,0,0,0,,,,,,,,,,,,,,
15,23/2/2022,JCS+ACI+DC,,,2,0,0,3,285,2,0,,,,,,,,,,,,,,
10,23/2/2022,JCS+ACI+DC,,,2,0,0,4,375,1,0,,,,,,,,,,,,,,
5,23/2/2022,JCS+ACI+DC,,,1,0,0,5,0,0,0,,,,,,,,,,,,,,
7,23/2/2022,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,23/2/2022,JCS+ACI+DC,,,1,0,0,6,530,2,0,,,,,,,,,,,,,,
8,23/2/2022,JCS+ACI+DC,,,0,0,0,9,0,0,1,,,,,,,,,,,,,,
4,23/2/2022,JCS+ACI+DC,,,0,0,0,9,0,0,1,,,,,,,,,,,,,,
9,23/2/2022,JCS+ACI+DC,,,0,0,0,7,0,0,0,,,,,,,,,,,,,,
6,23/2/2022,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,23/2/2022,JCS+ACI+DC,,,3,0,0,6,440,2,0,,,,,,,,,,,,,,
12,23/2/2022,JCS+ACI+DC,,,2,0,0,5,285,2,0,,,,,,,,,,,,,,
11,23/2/2022,JCS+ACI+DC,,,1,0,0,4,310,2,0,,,,,,,,,,,,,,
16,23/2/2022,JCS+ACI+DC,,,9,0,0,7,90,2,0,,,,,,,,,,,,,,
17,23/2/2022,JCS+ACI+DC,,,2,0,0,6,475,1,0,,,,,,,,,,,,,,
20,09/03/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
1,09/03/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
18,09/03/2022,JCS+ACI+DC,,,0,0,0,7,605,2,0,,,,,,,,,,,,,,
19,09/03/2022,JCS+ACI+DC,,,6,0,0,3,240,2,0,,,,,,,,,,,,,,
2,09/03/2022,JCS+ACI+DC,,,0,0,0,5,0,0,1,,,,,,,,,,,,,,
3,09/03/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
15,09/03/2022,JCS+ACI+DC,,,2,0,0,3,280,2,0,,,,,,,,,,,,,,
10,09/03/2022,JCS+ACI+DC,,,2,0,0,4,0,0,0,,,,,,,,,,,,,,
5,09/03/2022,JCS+ACI+DC,,,1,0,0,5,0,0,0,,,,,,,,,,,,,,
7,09/03/2022,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,09/03/2022,JCS+ACI+DC,,,1,0,0,6,530,0,0,,,,,,,,,,,,,,
8,09/03/2022,JCS+ACI+DC,,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
4,09/03/2022,JCS+ACI+DC,,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
9,09/03/2022,JCS+ACI+DC,,,0,0,0,7,0,0,0,,,,,,,,,,,,,,
6,09/03/2022,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,09/03/2022,JCS+ACI+DC,,,3,0,0,6,360,3,0,,,,,,,,,,,,,,
12,09/03/2022,JCS+ACI+DC,,,1,0,0,6,260,2,0,,,,,,,,,,,,,,
11,09/03/2022,JCS+ACI+DC,,,1,0,0,4,240,2,0,,,,,,,,,,,,,,
16,09/03/2022,JCS+ACI+DC,,,9,0,0,7,130,2,0,,,,,,,,,,,,,,
17,09/03/2022,JCS+ACI+DC,,,2,0,0,6,440,1,0,,,,,,,,,,,,,,
20,23/3/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
1,23/3/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
18,23/3/2022,JCS+ACI+DC,,,0,0,0,7,545,2,0,,,,,,,,,,,,,,
19,23/3/2022,JCS+ACI+DC,,,6,0,0,3,220,2,0,,,,,,,,,,,,,,
2,23/3/2022,JCS+ACI+DC,,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
3,23/3/2022,JCS+ACI+DC,,,1,0,0,4,0,0,0,,,,,,,,,,,,,,
15,23/3/2022,JCS+ACI+DC,,,2,0,0,3,270,2,0,,,,,,,,,,,,,,
10,23/3/2022,JCS+ACI+DC,,,2,0,0,4,370,2,0,,,,,,,,,,,,,,
5,23/3/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
7,23/3/2022,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,23/3/2022,JCS+ACI+DC,,,0,0,0,6,500,2,0,,,,,,,,,,,,,,
8,23/3/2022,JCS+ACI+DC,,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
4,23/3/2022,JCS+ACI+DC,,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
9,23/3/2022,JCS+ACI+DC,,,0,0,0,7,0,0,0,,,,,,,,,,,,,,
6,23/3/2022,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,23/3/2022,JCS+ACI+DC,,,3,0,0,6,0,0,0,,,,,,,,,,,,,,
12,23/3/2022,JCS+ACI+DC,,,0,0,0,5,260,0,0,,,,,,,,,,,,,,
11,23/3/2022,JCS+ACI+DC,,,0,0,0,4,240,2,0,,,,,,,,,,,,,,
16,23/3/2022,JCS+ACI+DC,,,9,0,0,7,130,2,0,,,,,,,,,,,,,,
17,23/3/2022,JCS+ACI+DC,,,3,0,0,6,440,1,0,,,,,,,,,,,,,,
20,6/4/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
1,6/4/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
18,6/4/2022,JCS+ACI+DC,,,0,0,0,7,465,2,0,,,,,,,,,,,,,,
19,6/4/2022,JCS+ACI+DC,,,6,0,0,3,215,2,0,,,,,,,,,,,,,,
2,6/4/2022,JCS+ACI+DC,,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
3,6/4/2022,JCS+ACI+DC,,,1,0,0,3,0,0,0,,,,,,,,,,,,,,
15,6/4/2022,JCS+ACI+DC,,,1,0,0,3,270,2,0,,,,,,,,,,,,,,
10,6/4/2022,JCS+ACI+DC,,,2,0,0,4,350,2,0,,,,,,,,,,,,,,
5,6/4/2022,JCS+ACI+DC,,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
7,6/4/2022,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,6/4/2022,JCS+ACI+DC,,,0,0,0,6,505,2,0,,,,,,,,,,,,,,
8,6/4/2022,JCS+ACI+DC,,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
4,6/4/2022,JCS+ACI+DC,,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
9,6/4/2022,JCS+ACI+DC,,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
6,6/4/2022,JCS+ACI+DC,,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,6/4/2022,JCS+ACI+DC,,,3,0,0,6,350,2,0,,,,,,,,,,,,,,
12,6/4/2022,JCS+ACI+DC,,,0,0,0,5,260,2,0,,,,,,,,,,,,,,
11,6/4/2022,JCS+ACI+DC,,,0,0,0,4,230,2,0,,,,,,,,,,,,,,
16,6/4/2022,JCS+ACI+DC,,,7,0,0,7,120,2,0,,,,,,,,,,,,,,
17,6/4/2022,JCS+ACI+DC,,,3,0,0,6,425,2,0,,,,,,,,,,,,,,
20,20/4/2022,"JCS,ACI",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
1,20/4/2022,"JCS,ACI",,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
18,20/4/2022,"JCS,ACI",,,0,0,0,7,430,2,0,,,,,,,,,,,,,,
19,20/4/2022,"JCS,ACI",,,0,0,0,3,200,2,0,,,,,,,,,,,,,,
2,20/4/2022,"JCS,ACI",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
3,20/4/2022,"JCS,ACI",,,1,0,0,3,0,0,0,,,,,,,,,,,,,,
15,20/4/2022,"JCS,ACI",,,1,0,0,3,270,2,0,,,,,,,,,,,,,,
10,20/4/2022,"JCS,ACI",,,2,0,0,4,350,2,0,,,,,,,,,,,,,,
5,20/4/2022,"JCS,ACI",,,1,0,0,5,0,0,0,,,,,,,,,,,,,,
7,20/4/2022,"JCS,ACI",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,20/4/2022,"JCS,ACI",,,0,0,0,6,500,2,0,,,,,,,,,,,,,,
8,20/4/2022,"JCS,ACI",,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
4,20/4/2022,"JCS,ACI",,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
9,20/4/2022,"JCS,ACI",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
6,20/4/2022,"JCS,ACI",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,20/4/2022,"JCS,ACI",,,2,0,0,6,345,2,0,,,,,,,,,,,,,,
12,20/4/2022,"JCS,ACI",,,0,0,0,5,255,2,0,,,,,,,,,,,,,,
11,20/4/2022,"JCS,ACI",,,0,0,0,4,230,2,0,,,,,,,,,,,,,,
16,20/4/2022,"JCS,ACI",,,7,0,0,7,115,2,0,,,,,,,,,,,,,,
17,20/4/2022,"JCS,ACI",,,1,0,0,6,420,2,0,,,,,,,,,,,,,,
20,04/05/2022,"JCS, DCR",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
1,04/05/2022,"JCS, DCR",,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
18,04/05/2022,"JCS, DCR",,,0,0,0,7,360,2,0,,,,,,,,,,,,,,
19,04/05/2022,"JCS, DCR",,,0,0,0,3,200,2,0,,,,,,,,,,,,,,
2,04/05/2022,"JCS, DCR",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
3,04/05/2022,"JCS, DCR",,,1,0,0,3,0,0,0,,,,,,,,,,,,,,
15,04/05/2022,"JCS, DCR",,,0,0,0,3,200,2,0,,,,,,,,,,,,,,
10,04/05/2022,"JCS, DCR",,,2,0,0,4,340,0,0,,,,,,,,,,,,,,
5,04/05/2022,"JCS, DCR",,,2,0,0,4,0,0,0,,,,,,,,,,,,,,
7,04/05/2022,"JCS, DCR",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,04/05/2022,"JCS, DCR",,,0,0,0,6,495,2,0,,,,,,,,,,,,,,
8,04/05/2022,"JCS, DCR",,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
4,04/05/2022,"JCS, DCR",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
9,04/05/2022,"JCS, DCR",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
6,04/05/2022,"JCS, DCR",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,04/05/2022,"JCS, DCR",,,2,0,0,6,270,2,0,,,,,,,,,,,,,,
12,04/05/2022,"JCS, DCR",,,0,0,0,5,305,2,0,,,,,,,,,,,,,,
11,04/05/2022,"JCS, DCR",,,0,0,0,4,230,2,0,,,,,,,,,,,,,,
16,04/05/2022,"JCS, DCR",,,6,0,0,7,93,2,0,,,,,,,,,,,,,,
17,04/05/2022,"JCS, DCR",,,0,0,0,6,430,2,0,,,,,,,,,,,,,,
20,18/05/2022,"JCS, ACI, DCR",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
1,18/05/2022,"JCS, ACI, DCR",,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
18,18/05/2022,"JCS, ACI, DCR",,,0,0,0,6,325,2,0,,,,,,,,,,,,,,
19,18/05/2022,"JCS, ACI, DCR",,,6,0,0,3,200,2,0,,,,,,,,,,,,,,
2,18/05/2022,"JCS, ACI, DCR",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
3,18/05/2022,"JCS, ACI, DCR",,,0,0,0,4,0,0,0,,,,,,,,,,,,,,
15,18/05/2022,"JCS, ACI, DCR",,,0,0,0,3,190,2,0,,,,,,,,,,,,,,
10,18/05/2022,"JCS, ACI, DCR",,,2,0,0,4,340,2,0,,,,,,,,,,,,,,
5,18/05/2022,"JCS, ACI, DCR",,,2,0,0,4,0,0,0,,,,,,,,,,,,,,
7,18/05/2022,"JCS, ACI, DCR",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,18/05/2022,"JCS, ACI, DCR",,,0,0,0,6,495,2,0,,,,,,,,,,,,,,
8,18/05/2022,"JCS, ACI, DCR",,,0,0,0,9,0,0,0,,,,,,,,,,,,,,
4,18/05/2022,"JCS, ACI, DCR",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
9,18/05/2022,"JCS, ACI, DCR",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
6,18/05/2022,"JCS, ACI, DCR",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,18/05/2022,"JCS, ACI, DCR",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
12,18/05/2022,"JCS, ACI, DCR",,,0,0,0,4,0,0,0,,,,,,,,,,,,,,
11,18/05/2022,"JCS, ACI, DCR",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
16,18/05/2022,"JCS, ACI, DCR",,,6,0,0,7,100,2,0,,,,,,,,,,,,,,
17,18/05/2022,"JCS, ACI, DCR",,,0,0,0,6,410,2,0,,,,,,,,,,,,,,
20,01/06/2022,"ACI, DCR",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
1,01/06/2022,"ACI, DCR",,,1,0,0,6,0,0,0,,,,,,,,,,,,,,
18,01/06/2022,"ACI, DCR",,,5,0,0,6,315,2,0,,,,,,,,,,,,,,
19,01/06/2022,"ACI, DCR",,,0,0,0,3,195,2,0,,,,,,,,,,,,,,
2,01/06/2022,"ACI, DCR",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
3,01/06/2022,"ACI, DCR",,,0,0,0,3,0,0,0,,,,,,,,,,,,,,
15,01/06/2022,"ACI, DCR",,,0,0,0,3,190,2,0,,,,,,,,,,,,,,
10,01/06/2022,"ACI, DCR",,,2,0,0,4,340,2,0,,,,,,,,,,,,,,
5,01/06/2022,"ACI, DCR",,,2,0,0,3,0,0,0,,,,,,,,,,,,,,
7,01/06/2022,"ACI, DCR",,,0,0,0,7,0,0,0,,,,,,,,,,,,,,
14,01/06/2022,"ACI, DCR",,,0,0,0,6,490,2,0,,,,,,,,,,,,,,
8,01/06/2022,"ACI, DCR",,,0,0,0,7,0,0,0,,,,,,,,,,,,,,
4,01/06/2022,"ACI, DCR",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
9,01/06/2022,"ACI, DCR",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
6,01/06/2022,"ACI, DCR",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,01/06/2022,"ACI, DCR",,,0,0,0,6,250,2,0,,,,,,,,,,,,,,
12,01/06/2022,"ACI, DCR",,,0,0,0,4,220,2,0,,,,,,,,,,,,,,
11,01/06/2022,"ACI, DCR",,,0,0,0,5,275,2,0,,,,,,,,,,,,,,
16,01/06/2022,"ACI, DCR",,,6,0,0,6,65,2,0,,,,,,,,,,,,,,
17,01/06/2022,"ACI, DCR",,,0,0,0,6,410,2,0,,,,,,,,,,,,,,
20,14/06/2022,"JCS, DCR, MM",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
1,14/06/2022,"JCS, DCR, MM",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
18,14/06/2022,"JCS, DCR, MM",,,0,0,0,7,295,2,0,,,,,,,,,,,,,,
19,14/06/2022,"JCS, DCR, MM",,,6,0,0,3,200,2,0,,,,,,,,,,,,,,
2,14/06/2022,"JCS, DCR, MM",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
3,14/06/2022,"JCS, DCR, MM",,,1,0,0,3,0,0,0,,,,,,,,,,,,,,
15,14/06/2022,"JCS, DCR, MM",,,0,0,0,3,185,2,0,,,,,,,,,,,,,,
10,14/06/2022,"JCS, DCR, MM",,,2,0,0,4,33,2,0,,,,,,,,,,,,,,
5,14/06/2022,"JCS, DCR, MM",,,2,0,0,4,0,0,0,,,,,,,,,,,,,,
7,14/06/2022,"JCS, DCR, MM",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,14/06/2022,"JCS, DCR, MM",,,0,0,0,6,0,2,0,,,,,,,,,,,,,,
8,14/06/2022,"JCS, DCR, MM",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
4,14/06/2022,"JCS, DCR, MM",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
9,14/06/2022,"JCS, DCR, MM",,,0,0,0,3,0,0,0,,,,,,,,,,,,,,
6,14/06/2022,"JCS, DCR, MM",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,14/06/2022,"JCS, DCR, MM",,,2,0,0,6,270,2,0,,,,,,,,,,,,,,
12,14/06/2022,"JCS, DCR, MM",,,0,0,0,5,260,2,0,,,,,,,,,,,,,,
11,14/06/2022,"JCS, DCR, MM",,,0,0,0,4,218,2,0,,,,,,,,,,,,,,
16,14/06/2022,"JCS, DCR, MM",,,5,0,0,7,90,2,0,,,,,,,,,,,,,,
17,14/06/2022,"JCS, DCR, MM",,,0,0,0,6,405,2,0,,,,,,,,,,,,,,
20,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
1,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
18,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,7,285,2,0,,,,,,,,,,,,,,
19,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,3,200,2,0,,,,,,,,,,,,,,
2,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
3,28/06/2022,"JCS, DCR, MDC, TCJ",,,1,0,0,3,0,0,0,,,,,,,,,,,,,,
15,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,3,185,2,0,,,,,,,,,,,,,,
10,28/06/2022,"JCS, DCR, MDC, TCJ",,,2,0,0,4,305,2,0,,,,,,,,,,,,,,
5,28/06/2022,"JCS, DCR, MDC, TCJ",,,2,0,0,5,0,0,0,,,,,,,,,,,,,,
7,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
14,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,6,470,2,0,,,,,,,,,,,,,,
8,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
4,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
9,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,3,0,0,0,,,,,,,,,,,,,,
6,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,8,0,0,0,,,,,,,,,,,,,,
13,28/06/2022,"JCS, DCR, MDC, TCJ",,,2,0,0,6,240,2,0,,,,,,,,,,,,,,
12,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,4,230,2,0,,,,,,,,,,,,,,
11,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,5,255,2,0,,,,,,,,,,,,,,
16,28/06/2022,"JCS, DCR, MDC, TCJ",,,5,0,0,7,90,2,0,,,,,,,,,,,,,,
17,28/06/2022,"JCS, DCR, MDC, TCJ",,,0,0,0,5,405,2,0,,,,,,,,,,,,,,
20,12/07/2022,"JCS, TCJ, MDC",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
1,12/07/2022,"JCS, TCJ, MDC",,,0,0,0,6,0,0,0,,,,,,,,,,,,,,
18,12/07/2022,"JCS, TCJ, MDC",,,0,0,0,7,290,2,0,,,,,,,,,,,,,,
19,12/07/2022,"JCS, TCJ, MDC",,,6,0,0,3,200,2,0,,,,,,,,,,,,,,
2,12/07/2022,"JCS, TCJ, MDC",,,0,0,0,5,0,0,0,,,,,,,,,,,,,,
3,12/07/2022,"JCS, TCJ, MDC",,,1,0,0,3,0,0,0,,,,,,,,,,,,,,
15,12/07/2022,"JCS, TCJ, MDC",,,1,0,0,2,185,2,0,,,,,,,,,,,,,,
10,12/07/2022,"JCS, TCJ, MDC",,,2,0,0,4,315,2,0,,,,,,,,,,,,,,
